PUBLISHER,DECIMALS,PRICE,TIMESTAMP,NEW_PAIR_ID,SOURCE,VOLUME
NETHERMIND,8,0.99985,1708706846,DAI/USD,COINBASE,0
NETHERMIND,8,0.99967644,1708706846,DAI/USD,KAIKO,3.3512825030307696e+22
SKYNET_TRADING,8,0.99893833,1708708201,DAI/USD,SKYNET_TRADING,1.23720909622492e+22
FLOWDESK,8,0.00999852,1708708135,DAI/USD,FLOWDESK,0
NETHERMIND,8,0.99489,1708706843,DAI/USD,BITSTAMP,0
NETHERMIND,8,0.997,1708706846,DAI/USD,CEX,21215528240980000000
NETHERMIND,8,0.99985,1708706846,DAI/USD,COINBASE,0
NETHERMIND,8,0.99967644,1708706846,DAI/USD,KAIKO,3.3512825030307696e+22
SKYNET_TRADING,8,0.99893833,1708708201,DAI/USD,SKYNET_TRADING,1.23720909622492e+22
FLOWDESK,8,0.00999852,1708708135,DAI/USD,FLOWDESK,0
NETHERMIND,8,0.99489,1708706843,DAI/USD,BITSTAMP,0
NETHERMIND,8,0.997,1708706846,DAI/USD,CEX,21215528240980000000
NETHERMIND,8,0.99985,1708706846,DAI/USD,COINBASE,0
NETHERMIND,8,0.99967644,1708706846,DAI/USD,KAIKO,3.3512825030307696e+22
SKYNET_TRADING,8,0.99893833,1708708201,DAI/USD,SKYNET_TRADING,1.23720909622492e+22
FLOWDESK,8,0.00999852,1708708135,DAI/USD,FLOWDESK,0
NETHERMIND,6,1,1708706844,USDC/USD,BITSTAMP,0
NETHERMIND,6,1.0005,1708706846,USDC/USD,CEX,31581383800500
NETHERMIND,6,1,1708706845,USDC/USD,COINBASE,0
NETHERMIND,6,0.999937,1708706846,USDC/USD,KAIKO,24306151464354497000
SKYNET_TRADING,6,0.999965,1708708201,USDC/USD,SKYNET_TRADING,15067462620350000000
FLOWDESK,6,99.995,1708708135,USDC/USD,FLOWDESK,0
NETHERMIND,8,2927.4,1708706843,ETH/USD,BITSTAMP,0
NETHERMIND,8,2920,1708706846,ETH/USD,CEX,401639546800000000000
NETHERMIND,8,2926.42,1708706845,ETH/USD,COINBASE,0
NETHERMIND,8,2926.9,1708706847,ETH/USD,ASCENDEX,2.037532166e+21
NETHERMIND,8,2927.94,1708706845,ETH/USD,OKX,6.49284761116554e+24
NETHERMIND,8,2919.14,1708706845,ETH/USD,GECKOTERMINAL,3.246750274495304e+28
NETHERMIND,8,2942.2781742,1708706846,ETH/USD,KAIKO,3.933970512162338e+24
SKYNET_TRADING,8,2933.81883333,1708708201,ETH/USD,SKYNET_TRADING,1.332071103085153e+24
FLOWDESK,8,2934.43030892,1708708135,ETH/USD,FLOWDESK,0
NETHERMIND,8,50929,1708706843,BTC/USD,BITSTAMP,0
NETHERMIND,8,50650,1708706846,BTC/USD,CEX,700072194650000000000
NETHERMIND,8,50918.27999999,1708706845,BTC/USD,COINBASE,0
NETHERMIND,8,50853,1708706846,BTC/USD,ASCENDEX,1.927582965e+21
NETHERMIND,8,50940.7,1708706844,BTC/USD,OKX,8.0344764208608e+24
NETHERMIND,8,50945.61,1708706845,BTC/USD,GECKOTERMINAL,3.8982452828136657e+28
NETHERMIND,8,51022.92404605,1708706846,BTC/USD,KAIKO,7.937408018251247e+24
NETHERMIND,8,50848,1708704740,BTC/USD,DEFILLAMA,0
SKYNET_TRADING,8,51065.84,1708708201,BTC/USD,SKYNET_TRADING,2.9102422216e+24
FLOWDESK,8,51052.17134337,1708708135,BTC/USD,FLOWDESK,0
NETHERMIND,8,0.99489,1708706843,DAI/USD,BITSTAMP,0
NETHERMIND,8,0.997,1708706846,DAI/USD,CEX,21215528240980000000
NETHERMIND,8,0.99985,1708706846,DAI/USD,COINBASE,0
